Running test testB on 30 trials each with 10000 reps using a source array of 100 elements.
asForEach, 21179000, 528482304, 525965440, 528482304, 520258008
asForEach, 9202800, 528482304, 520258008, 528482304, 514890248
asForEach, 7367000, 528482304, 514890248, 528482304, 509185120
asForEach, 6992800, 528482304, 509185120, 528482304, 503983720
asForEach, 8484800, 528482304, 503983720, 528482304, 522250984
asForEach, 4388600, 528482304, 522250984, 528482304, 516988384
asForEach, 5092200, 528482304, 516988384, 528482304, 511725784
asForEach, 5492800, 528482304, 511725784, 528482304, 506544112
asForEach, 5588400, 528482304, 506544112, 528482304, 500211168
asForEach, 8330200, 528482304, 500211168, 528482304, 494948568
asForEach, 8233700, 528482304, 494948568, 528482304, 489766896
asForEach, 7970800, 528482304, 489766896, 528482304, 484502248
asForEach, 7783400, 528482304, 484502248, 528482304, 479239648
asForEach, 8133900, 528482304, 479239648, 528482304, 473977048
asForEach, 8188900, 528482304, 473977048, 528482304, 521347904
asForEach, 6592200, 528482304, 521347904, 528482304, 517153600
asForEach, 5735500, 528482304, 517153600, 528482304, 510864192
asForEach, 5763900, 528482304, 510864192, 528482304, 506669888
asForEach, 7895000, 528482304, 506669888, 528482304, 500376384
asForEach, 8029400, 528482304, 500376384, 528482304, 496182080
asForEach, 5868100, 528482304, 496182080, 528482304, 489892672
asForEach, 5771200, 528482304, 489892672, 528482304, 485698368
asForEach, 5591200, 528482304, 485698368, 528482304, 479404864
asForEach, 5670800, 528482304, 479404864, 528482304, 475210560
asForEach, 5472400, 528482304, 475210560, 528482304, 468921152
asForEach, 7081000, 528482304, 468921152, 528482304, 464726848
asForEach, 7715300, 528482304, 464726848, 528482304, 458433344
asForEach, 10141000, 528482304, 458433344, 528482304, 454239040
asForEach, 8246000, 528482304, 454239040, 528482304, 447949632
asForEach, 7795000, 528482304, 447949632, 528482304, 443755328
