Running test testB on 30 trials each with 10000 reps using a source array of 1 elements.
asForEach, 9492000, 528482304, 525965440, 528482304, 524455368
asForEach, 6018000, 528482304, 524455368, 528482304, 522775912
asForEach, 2847500, 528482304, 522775912, 528482304, 521265864
asForEach, 2033600, 528482304, 521265864, 528482304, 519588312
asForEach, 2187900, 528482304, 519588312, 528482304, 518078264
asForEach, 1963200, 528482304, 518078264, 528482304, 516568216
asForEach, 2183100, 528482304, 516568216, 528482304, 514890640
asForEach, 1876900, 528482304, 514890640, 528482304, 513380592
asForEach, 1822200, 528482304, 513380592, 528482304, 511870544
asForEach, 1876100, 528482304, 511870544, 528482304, 510696328
asForEach, 2876100, 528482304, 510696328, 528482304, 509186280
asForEach, 3235000, 528482304, 509186280, 528482304, 507676232
asForEach, 2535200, 528482304, 507676232, 528482304, 505998688
asForEach, 1819900, 528482304, 505998688, 528482304, 504488640
asForEach, 4888600, 528482304, 504488640, 528482304, 526502920
asForEach, 1619800, 528482304, 526502920, 528482304, 525434928
asForEach, 1055400, 528482304, 525434928, 528482304, 524366928
asForEach, 1060600, 528482304, 524366928, 528482304, 522308616
asForEach, 843400, 528482304, 522308616, 528482304, 521240616
asForEach, 955900, 528482304, 521240616, 528482304, 519184352
asForEach, 949000, 528482304, 519184352, 528482304, 518114280
asForEach, 1066400, 528482304, 518114280, 528482304, 515978280
asForEach, 960800, 528482304, 515978280, 528482304, 514990048
asForEach, 946900, 528482304, 514990048, 528482304, 513919976
asForEach, 943000, 528482304, 513919976, 528482304, 511783952
asForEach, 954700, 528482304, 511783952, 528482304, 510795744
asForEach, 950000, 528482304, 510795744, 528482304, 508657648
asForEach, 997100, 528482304, 508657648, 528482304, 507589656
asForEach, 1012400, 528482304, 507589656, 528482304, 505531400
asForEach, 956400, 528482304, 505531400, 528482304, 504463400
