Running test testB on 30 trials each with 10000 reps using a source array of 2 elements.
asForEach, 9936500, 528482304, 525965424, 528482304, 524455376
asForEach, 5742600, 528482304, 524455376, 528482304, 522775904
asForEach, 3604800, 528482304, 522775904, 528482304, 521265856
asForEach, 2483300, 528482304, 521265856, 528482304, 519588280
asForEach, 3635900, 528482304, 519588280, 528482304, 518078232
asForEach, 2300800, 528482304, 518078232, 528482304, 516568184
asForEach, 2800400, 528482304, 516568184, 528482304, 514890640
asForEach, 2205900, 528482304, 514890640, 528482304, 513380592
asForEach, 2164300, 528482304, 513380592, 528482304, 511870544
asForEach, 2179300, 528482304, 511870544, 528482304, 510696328
asForEach, 3732800, 528482304, 510696328, 528482304, 509186280
asForEach, 3688700, 528482304, 509186280, 528482304, 507676232
asForEach, 2433500, 528482304, 507676232, 528482304, 505998688
asForEach, 2067000, 528482304, 505998688, 528482304, 504488640
asForEach, 5301400, 528482304, 504488640, 528482304, 526556176
asForEach, 1603200, 528482304, 526556176, 528482304, 525488184
asForEach, 1122200, 528482304, 525488184, 528482304, 524420184
asForEach, 1276800, 528482304, 524420184, 528482304, 522361872
asForEach, 1201400, 528482304, 522361872, 528482304, 521293872
asForEach, 1117600, 528482304, 521293872, 528482304, 519237608
asForEach, 1129100, 528482304, 519237608, 528482304, 518167568
asForEach, 1101600, 528482304, 518167568, 528482304, 516031552
asForEach, 1057300, 528482304, 516031552, 528482304, 515043304
asForEach, 1036300, 528482304, 515043304, 528482304, 513973264
asForEach, 1046600, 528482304, 513973264, 528482304, 511837248
asForEach, 1043400, 528482304, 511837248, 528482304, 510849000
asForEach, 1263700, 528482304, 510849000, 528482304, 508710960
asForEach, 1925900, 528482304, 508710960, 528482304, 507642960
asForEach, 1090200, 528482304, 507642960, 528482304, 505584648
asForEach, 1047400, 528482304, 505584648, 528482304, 504516648
