Running test testA on 30 trials each with 10000 reps using a source array of 16 elements.
asCollector, 24780500, 528482304, 525965424, 528482304, 521265744
asCollector, 9179300, 528482304, 521265744, 528482304, 516567952
asCollector, 6185500, 528482304, 516567952, 528482304, 512373800
asCollector, 6813500, 528482304, 512373800, 528482304, 507676000
asCollector, 6292100, 528482304, 507676000, 528482304, 503481800
asCollector, 6012800, 528482304, 503481800, 528482304, 522300472
asCollector, 3570600, 528482304, 522300472, 528482304, 518106096
asCollector, 2349800, 528482304, 518106096, 528482304, 513911816
asCollector, 1989100, 528482304, 513911816, 528482304, 510787584
asCollector, 1988700, 528482304, 510787584, 528482304, 506593280
asCollector, 5708600, 528482304, 506593280, 528482304, 502398976
asCollector, 8549200, 528482304, 502398976, 528482304, 499192888
asCollector, 7370700, 528482304, 499192888, 528482304, 494998656
asCollector, 5784900, 528482304, 494998656, 528482304, 490804280
asCollector, 4725200, 528482304, 490804280, 528482304, 487678024
asCollector, 5862700, 528482304, 487678024, 528482304, 483483664
asCollector, 5064700, 528482304, 483483664, 528482304, 479289416
asCollector, 4113900, 528482304, 479289416, 528482304, 476163104
asCollector, 5514100, 528482304, 476163104, 528482304, 525530936
asCollector, 1946500, 528482304, 525530936, 528482304, 521336632
asCollector, 1898500, 528482304, 521336632, 528482304, 519241528
asCollector, 1902900, 528482304, 519241528, 528482304, 515047224
asCollector, 1870200, 528482304, 515047224, 528482304, 510852920
asCollector, 1896900, 528482304, 510852920, 528482304, 506658616
asCollector, 1883700, 528482304, 506658616, 528482304, 502464312
asCollector, 2662000, 528482304, 502464312, 528482304, 498270008
asCollector, 2862000, 528482304, 498270008, 528482304, 496170808
asCollector, 1889800, 528482304, 496170808, 528482304, 491976504
asCollector, 1893800, 528482304, 491976504, 528482304, 487782200
asCollector, 1836900, 528482304, 487782200, 528482304, 483587896
