Running test testA on 30 trials each with 10000 reps using a source array of 42 elements.
asCollector, 33649600, 528482304, 525965424, 528482304, 517574696
asCollector, 12289700, 528482304, 517574696, 528482304, 509185920
asCollector, 11916600, 528482304, 509185920, 528482304, 525443048
asCollector, 5118600, 528482304, 525443048, 528482304, 517054440
asCollector, 4276600, 528482304, 517054440, 528482304, 509733784
asCollector, 4352900, 528482304, 509733784, 528482304, 501345176
asCollector, 8115800, 528482304, 501345176, 528482304, 494026688
asCollector, 7699800, 528482304, 494026688, 528482304, 486626040
asCollector, 8011800, 528482304, 486626040, 528482304, 478237632
asCollector, 8982000, 528482304, 478237632, 528482304, 525536392
asCollector, 5067200, 528482304, 525536392, 528482304, 517147784
asCollector, 3908100, 528482304, 517147784, 528482304, 508759176
asCollector, 3955800, 528482304, 508759176, 528482304, 500370568
asCollector, 6670600, 528482304, 500370568, 528482304, 494081160
asCollector, 4120600, 528482304, 494081160, 528482304, 485692552
asCollector, 4150700, 528482304, 485692552, 528482304, 477303944
asCollector, 4147600, 528482304, 477303944, 528482304, 468915336
asCollector, 9903300, 528482304, 468915336, 528482304, 462621832
asCollector, 11305600, 528482304, 462621832, 528482304, 454233224
asCollector, 9200900, 528482304, 454233224, 528482304, 447943816
asCollector, 7979600, 528482304, 447943816, 528482304, 439555208
asCollector, 7610900, 528482304, 439555208, 528482304, 431166600
asCollector, 7720500, 528482304, 431166600, 528482304, 424873096
asCollector, 7485300, 528482304, 424873096, 528482304, 416484488
asCollector, 7428700, 528482304, 416484488, 528482304, 410195080
asCollector, 7099800, 528482304, 410195080, 528482304, 401806472
asCollector, 8182500, 528482304, 401806472, 528482304, 393417864
asCollector, 7106500, 528482304, 393417864, 528482304, 387124360
asCollector, 7409600, 528482304, 387124360, 528482304, 378735752
asCollector, 6874900, 528482304, 378735752, 528482304, 372446344
